shipment_id,customer,warehouse_id,destination_region,dispatch_date,delivery_date,delivery_time_days,weight,carrier_name,shipment_status,delivery_mode,shipment_cost,delivery_accuracy_flag,damage_flag,cost_per_kg,delay_flag
S004220,V55555_26,PLANT03,PORT09,2023-12-12,2023-12-14,2,3.783,V444_0,Delivered,AIR   ,3.455,True,False,0.91,0
S004220,V55555_26,PLANT03,PORT09,2023-12-12,2023-12-14,2,3.783,V444_0,Delivered,AIR   ,0.312,True,False,0.08,0
S004220,V55555_26,PLANT03,PORT09,2023-12-12,2023-12-14,2,3.783,V444_0,Delivered,AIR   ,1.499,True,False,0.4,0
S004220,V55555_26,PLANT03,PORT09,2023-12-12,2023-12-14,2,3.783,V444_0,Delivered,AIR   ,0.183,True,False,0.05,0
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-16,3,1.892,V444_0,Delivered,AIR   ,3.455,True,False,1.83,1
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-16,3,1.892,V444_0,Delivered,AIR   ,0.156,True,False,0.08,1
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-16,3,1.892,V444_0,Delivered,AIR   ,1.499,True,False,0.79,1
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-16,3,1.892,V444_0,Delivered,AIR   ,0.092,True,False,0.05,1
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-15,2,1.892,V444_0,Delivered,AIR   ,3.455,True,False,1.83,0
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-15,2,1.892,V444_0,Delivered,AIR   ,0.156,True,False,0.08,0
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-15,2,1.892,V444_0,Delivered,AIR   ,1.499,True,False,0.79,0
S004221,V55555_26,PLANT03,PORT09,2024-09-13,2024-09-15,2,1.892,V444_0,Delivered,AIR   ,0.092,True,False,0.05,0
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-19,3,45.404,V444_0,Delivered,AIR   ,3.455,True,False,0.08,1
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-19,3,45.404,V444_0,Delivered,AIR   ,3.741,True,False,0.08,1
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-19,3,45.404,V444_0,Delivered,AIR   ,1.499,True,False,0.03,1
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-19,3,45.404,V444_0,Delivered,AIR   ,2.198,True,False,0.05,1
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-18,2,45.404,V444_0,Delivered,AIR   ,3.455,True,False,0.08,0
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-18,2,45.404,V444_0,Delivered,AIR   ,3.741,True,True,0.08,0
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-18,2,45.404,V444_0,Delivered,AIR   ,1.499,True,False,0.03,0
S004222,V55555_26,PLANT03,PORT09,2023-10-16,2023-10-18,2,45.404,V444_0,Delivered,AIR   ,2.198,True,False,0.05,0
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-25,3,26.816,V444_0,Delivered,AIR   ,3.455,True,False,0.13,1
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-25,3,26.816,V444_0,Delivered,AIR   ,2.21,True,False,0.08,1
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-25,3,26.816,V444_0,Delivered,AIR   ,1.499,True,False,0.06,1
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-25,3,26.816,V444_0,Delivered,AIR   ,1.298,True,False,0.05,1
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-24,2,26.816,V444_0,Delivered,AIR   ,3.455,True,False,0.13,0
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-24,2,26.816,V444_0,Delivered,AIR   ,2.21,True,False,0.08,0
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-24,2,26.816,V444_0,Delivered,AIR   ,1.499,True,False,0.06,0
S004223,V55555_26,PLANT03,PORT09,2024-03-22,2024-03-24,2,26.816,V444_0,Delivered,AIR   ,1.298,True,False,0.05,0
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-28,3,12.207,V444_0,Delivered,AIR   ,3.455,True,False,0.28,1
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-28,3,12.207,V444_0,Delivered,AIR   ,1.006,True,False,0.08,1
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-28,3,12.207,V444_0,Delivered,AIR   ,1.499,True,False,0.12,1
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-28,3,12.207,V444_0,Delivered,AIR   ,0.591,True,False,0.05,1
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-27,2,12.207,V444_0,Delivered,AIR   ,3.455,True,False,0.28,0
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-27,2,12.207,V444_0,Delivered,AIR   ,1.006,True,False,0.08,0
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-27,2,12.207,V444_0,Delivered,AIR   ,1.499,True,False,0.12,0
S004224,V55555_26,PLANT03,PORT09,2023-01-25,2023-01-27,2,12.207,V444_0,Delivered,AIR   ,0.591,True,False,0.05,0
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-23,3,3.061,V444_0,Delivered,AIR   ,3.455,True,False,1.13,1
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-23,3,3.061,V444_0,Delivered,AIR   ,0.252,True,False,0.08,1
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-23,3,3.061,V444_0,Delivered,AIR   ,3.455,True,True,1.13,1
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-23,3,3.061,V444_0,Delivered,AIR   ,1.499,True,False,0.49,1
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-23,3,3.061,V444_0,Delivered,AIR   ,0.148,True,False,0.05,1
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-22,2,3.061,V444_0,Delivered,AIR   ,3.455,True,False,1.13,0
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-22,2,3.061,V444_0,Delivered,AIR   ,0.252,True,False,0.08,0
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-22,2,3.061,V444_0,Delivered,AIR   ,1.499,True,False,0.49,0
S004225,V55555_26,PLANT03,PORT09,2023-02-20,2023-02-22,2,3.061,V444_0,Delivered,AIR   ,0.148,True,False,0.05,0
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-27,3,4.167,V444_0,Delivered,AIR   ,3.455,True,False,0.83,1
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-27,3,4.167,V444_0,Delivered,AIR   ,0.343,True,False,0.08,1
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-27,3,4.167,V444_0,Delivered,AIR   ,1.499,True,False,0.36,1
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-27,3,4.167,V444_0,Delivered,AIR   ,0.202,True,False,0.05,1
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-26,2,4.167,V444_0,Delivered,AIR   ,3.455,True,False,0.83,0
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-26,2,4.167,V444_0,Delivered,AIR   ,0.343,True,False,0.08,0
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-26,2,4.167,V444_0,Delivered,AIR   ,1.499,True,False,0.36,0
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-26,2,4.167,V444_0,Delivered,AIR   ,1.499,True,True,0.36,0
S004226,V55555_26,PLANT03,PORT09,2023-12-24,2023-12-26,2,4.167,V444_0,Delivered,AIR   ,0.202,True,False,0.05,0
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-10,3,58.32,V444_0,Delivered,AIR   ,3.455,True,False,0.06,1
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-10,3,58.32,V444_0,Delivered,AIR   ,4.806,True,False,0.08,1
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-10,3,58.32,V444_0,Delivered,AIR   ,1.499,True,False,0.03,1
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-10,3,58.32,V444_0,Delivered,AIR   ,2.823,True,False,0.05,1
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-09,2,58.32,V444_0,Delivered,AIR   ,3.455,True,False,0.06,0
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-09,2,58.32,V444_0,Delivered,AIR   ,4.806,True,False,0.08,0
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-09,2,58.32,V444_0,Delivered,AIR   ,1.499,True,False,0.03,0
S004227,V55555_26,PLANT03,PORT09,2023-12-07,2023-12-09,2,58.32,V444_0,Delivered,AIR   ,2.823,True,False,0.05,0
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-29,3,6.823,V444_0,Delivered,AIR   ,3.455,True,False,0.51,1
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-29,3,6.823,V444_0,Delivered,AIR   ,0.562,True,False,0.08,1
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-29,3,6.823,V444_0,Delivered,AIR   ,1.499,True,False,0.22,1
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-29,3,6.823,V444_0,Delivered,AIR   ,0.33,True,False,0.05,1
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-28,2,6.823,V444_0,Delivered,AIR   ,3.455,True,False,0.51,0
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-28,2,6.823,V444_0,Delivered,AIR   ,0.562,True,False,0.08,0
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-28,2,6.823,V444_0,Delivered,AIR   ,1.499,True,False,0.22,0
S004228,V55555_26,PLANT03,PORT09,2024-10-26,2024-10-28,2,6.823,V444_0,Delivered,AIR   ,0.33,True,False,0.05,0
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-13,3,25.816,V444_0,Delivered,AIR   ,3.455,True,False,0.13,1
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-13,3,25.816,V444_0,Delivered,AIR   ,2.127,True,False,0.08,1
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-13,3,25.816,V444_0,Delivered,AIR   ,1.499,True,False,0.06,1
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-13,3,25.816,V444_0,Delivered,AIR   ,1.249,True,False,0.05,1
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-12,2,25.816,V444_0,Delivered,AIR   ,3.455,True,False,0.13,0
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-12,2,25.816,V444_0,Delivered,AIR   ,2.127,True,False,0.08,0
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-12,2,25.816,V444_0,Delivered,AIR   ,1.499,True,False,0.06,0
S004229,V55555_26,PLANT03,PORT09,2023-02-10,2023-02-12,2,25.816,V444_0,Delivered,AIR   ,1.249,True,False,0.05,0
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-28,3,1.881,V444_0,Delivered,AIR   ,3.455,True,False,1.84,1
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-28,3,1.881,V444_0,Delivered,AIR   ,0.155,True,False,0.08,1
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-28,3,1.881,V444_0,Delivered,AIR   ,1.499,True,False,0.8,1
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-28,3,1.881,V444_0,Delivered,AIR   ,0.091,True,False,0.05,1
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-27,2,1.881,V444_0,Delivered,AIR   ,3.455,True,False,1.84,0
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-27,2,1.881,V444_0,Delivered,AIR   ,0.155,True,False,0.08,0
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-27,2,1.881,V444_0,Delivered,AIR   ,1.499,True,False,0.8,0
S004230,V55555_26,PLANT03,PORT09,2024-12-25,2024-12-27,2,1.881,V444_0,Delivered,AIR   ,0.091,True,False,0.05,0
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-02,3,16.496,V444_0,Delivered,AIR   ,3.455,True,False,0.21,1
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-02,3,16.496,V444_0,Delivered,AIR   ,1.359,True,False,0.08,1
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-02,3,16.496,V444_0,Delivered,AIR   ,1.499,True,False,0.09,1
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-02,3,16.496,V444_0,Delivered,AIR   ,0.798,True,False,0.05,1
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-01,2,16.496,V444_0,Delivered,AIR   ,3.455,True,False,0.21,0
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-01,2,16.496,V444_0,Delivered,AIR   ,1.359,True,False,0.08,0
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-01,2,16.496,V444_0,Delivered,AIR   ,1.499,True,False,0.09,0
S004231,V55555_26,PLANT03,PORT09,2023-12-30,2024-01-01,2,16.496,V444_0,Delivered,AIR   ,0.798,True,False,0.05,0
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-08,3,3.299,V444_0,Delivered,AIR   ,3.455,True,False,1.05,1
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-08,3,3.299,V444_0,Delivered,AIR   ,0.272,True,False,0.08,1
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-08,3,3.299,V444_0,Delivered,AIR   ,1.499,True,False,0.45,1
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-08,3,3.299,V444_0,Delivered,AIR   ,0.16,True,False,0.05,1
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-07,2,3.299,V444_0,Delivered,AIR   ,3.455,True,False,1.05,0
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-07,2,3.299,V444_0,Delivered,AIR   ,0.272,True,False,0.08,0
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-07,2,3.299,V444_0,Delivered,AIR   ,1.499,True,False,0.45,0
S004232,V55555_26,PLANT03,PORT09,2023-09-05,2023-09-07,2,3.299,V444_0,Delivered,AIR   ,0.16,True,False,0.05,0
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-17,3,68.985,V444_0,Delivered,AIR   ,3.455,True,True,0.05,1
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-17,3,68.985,V444_0,Delivered,AIR   ,5.684,True,False,0.08,1
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-17,3,68.985,V444_0,Delivered,AIR   ,3.455,True,False,0.05,1
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-17,3,68.985,V444_0,Delivered,AIR   ,1.499,True,False,0.02,1
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-17,3,68.985,V444_0,Delivered,AIR   ,3.339,True,False,0.05,1
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-16,2,68.985,V444_0,Delivered,AIR   ,3.455,True,False,0.05,0
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-16,2,68.985,V444_0,Delivered,AIR   ,5.684,True,False,0.08,0
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-16,2,68.985,V444_0,Delivered,AIR   ,1.499,True,False,0.02,0
S004233,V55555_26,PLANT03,PORT09,2024-08-14,2024-08-16,2,68.985,V444_0,Delivered,AIR   ,3.339,True,False,0.05,0
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-21,3,16.496,V444_0,Delivered,AIR   ,3.455,True,False,0.21,1
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-21,3,16.496,V444_0,Delivered,AIR   ,1.359,True,False,0.08,1
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-21,3,16.496,V444_0,Delivered,AIR   ,3.455,True,True,0.21,1
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-21,3,16.496,V444_0,Delivered,AIR   ,1.499,True,False,0.09,1
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-21,3,16.496,V444_0,Delivered,AIR   ,0.798,True,False,0.05,1
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-20,2,16.496,V444_0,Delivered,AIR   ,3.455,True,False,0.21,0
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-20,2,16.496,V444_0,Delivered,AIR   ,1.359,True,False,0.08,0
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-20,2,16.496,V444_0,Delivered,AIR   ,3.455,True,True,0.21,0
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-20,2,16.496,V444_0,Delivered,AIR   ,1.499,True,False,0.09,0
S004234,V55555_26,PLANT03,PORT09,2024-02-18,2024-02-20,2,16.496,V444_0,Delivered,AIR   ,0.798,True,False,0.05,0
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-10,3,45.563,V444_0,Delivered,AIR   ,3.455,True,False,0.08,1
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-10,3,45.563,V444_0,Delivered,AIR   ,3.754,True,False,0.08,1
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-10,3,45.563,V444_0,Delivered,AIR   ,1.499,True,False,0.03,1
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-10,3,45.563,V444_0,Delivered,AIR   ,2.205,True,False,0.05,1
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-09,2,45.563,V444_0,Delivered,AIR   ,3.455,True,False,0.08,0
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-09,2,45.563,V444_0,Delivered,AIR   ,3.754,True,False,0.08,0
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-09,2,45.563,V444_0,Delivered,AIR   ,1.499,True,False,0.03,0
S004235,V55555_26,PLANT03,PORT09,2024-02-07,2024-02-09,2,45.563,V444_0,Delivered,AIR   ,2.205,True,False,0.05,0
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-23,3,2.798,V444_0,Delivered,AIR   ,3.455,True,False,1.23,1
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-23,3,2.798,V444_0,Delivered,AIR   ,0.231,True,False,0.08,1
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-23,3,2.798,V444_0,Delivered,AIR   ,1.499,True,False,0.54,1
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-23,3,2.798,V444_0,Delivered,AIR   ,0.135,True,False,0.05,1
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-22,2,2.798,V444_0,Delivered,AIR   ,3.455,True,False,1.23,0
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-22,2,2.798,V444_0,Delivered,AIR   ,0.231,True,False,0.08,0
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-22,2,2.798,V444_0,Delivered,AIR   ,1.499,True,False,0.54,0
S004236,V55555_26,PLANT03,PORT09,2024-05-20,2024-05-22,2,2.798,V444_0,Delivered,AIR   ,0.135,True,False,0.05,0
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-22,3,3.594,V444_0,Delivered,AIR   ,3.455,True,False,0.96,1
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-22,3,3.594,V444_0,Delivered,AIR   ,0.296,True,False,0.08,1
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-22,3,3.594,V444_0,Delivered,AIR   ,1.499,True,False,0.42,1
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-22,3,3.594,V444_0,Delivered,AIR   ,0.174,True,True,0.05,1
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-21,2,3.594,V444_0,Delivered,AIR   ,3.455,True,False,0.96,0
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-21,2,3.594,V444_0,Delivered,AIR   ,0.296,True,False,0.08,0
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-21,2,3.594,V444_0,Delivered,AIR   ,1.499,True,False,0.42,0
S004237,V55555_26,PLANT03,PORT09,2023-11-19,2023-11-21,2,3.594,V444_0,Delivered,AIR   ,0.174,True,False,0.05,0
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-18,3,0.082,V444_0,Delivered,AIR   ,3.455,True,False,42.13,1
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-18,3,0.082,V444_0,Delivered,AIR   ,0.007,True,False,0.09,1
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-18,3,0.082,V444_0,Delivered,AIR   ,1.499,True,False,18.28,1
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-18,3,0.082,V444_0,Delivered,AIR   ,0.004,True,False,0.05,1
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-17,2,0.082,V444_0,Delivered,AIR   ,3.455,True,False,42.13,0
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-17,2,0.082,V444_0,Delivered,AIR   ,0.007,True,False,0.09,0
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-17,2,0.082,V444_0,Delivered,AIR   ,1.499,True,False,18.28,0
S004238,V55555_26,PLANT03,PORT09,2023-07-15,2023-07-17,2,0.082,V444_0,Delivered,AIR   ,0.004,True,False,0.05,0
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-08,3,0.027,V444_0,Delivered,AIR   ,3.455,True,False,127.96,1
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-08,3,0.027,V444_0,Delivered,AIR   ,0.002,True,False,0.07,1
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-08,3,0.027,V444_0,Delivered,AIR   ,1.499,True,False,55.52,1
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-08,3,0.027,V444_0,Delivered,AIR   ,0.001,True,False,0.04,1
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-07,2,0.027,V444_0,Delivered,AIR   ,3.455,True,False,127.96,0
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-07,2,0.027,V444_0,Delivered,AIR   ,0.002,True,False,0.07,0
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-07,2,0.027,V444_0,Delivered,AIR   ,1.499,True,True,55.52,0
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-07,2,0.027,V444_0,Delivered,AIR   ,1.499,True,False,55.52,0
S004239,V55555_26,PLANT03,PORT09,2024-04-05,2024-04-07,2,0.027,V444_0,Delivered,AIR   ,0.001,True,False,0.04,0
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-29,3,0.069,V444_0,Delivered,AIR   ,3.455,True,False,50.07,1
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-29,3,0.069,V444_0,Delivered,AIR   ,0.006,True,False,0.09,1
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-29,3,0.069,V444_0,Delivered,AIR   ,1.499,True,False,21.72,1
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-29,3,0.069,V444_0,Delivered,AIR   ,0.003,True,False,0.04,1
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-28,2,0.069,V444_0,Delivered,AIR   ,3.455,True,False,50.07,0
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-28,2,0.069,V444_0,Delivered,AIR   ,0.006,True,False,0.09,0
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-28,2,0.069,V444_0,Delivered,AIR   ,1.499,True,False,21.72,0
S004240,V55555_26,PLANT03,PORT09,2024-11-26,2024-11-28,2,0.069,V444_0,Delivered,AIR   ,0.003,True,False,0.04,0
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-02,3,377.72,V444_0,Delivered,AIR   ,3.455,True,False,0.01,1
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-02,3,377.72,V444_0,Delivered,AIR   ,20.548,True,False,0.05,1
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-02,3,377.72,V444_0,Delivered,AIR   ,1.499,True,False,0.0,1
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-02,3,377.72,V444_0,Delivered,AIR   ,16.015,True,False,0.04,1
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-01,2,377.72,V444_0,Delivered,AIR   ,3.455,True,False,0.01,0
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-01,2,377.72,V444_0,Delivered,AIR   ,20.548,True,False,0.05,0
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-01,2,377.72,V444_0,Delivered,AIR   ,1.499,True,False,0.0,0
S004241,V55555_26,PLANT03,PORT09,2024-07-30,2024-08-01,2,377.72,V444_0,Delivered,AIR   ,16.015,True,False,0.04,0
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-27,3,2.653,V444_0,Delivered,AIR   ,3.455,True,False,1.3,1
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-27,3,2.653,V444_0,Delivered,AIR   ,0.219,True,False,0.08,1
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-27,3,2.653,V444_0,Delivered,AIR   ,1.499,True,False,0.57,1
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-27,3,2.653,V444_0,Delivered,AIR   ,1.499,True,True,0.57,1
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-27,3,2.653,V444_0,Delivered,AIR   ,0.128,True,False,0.05,1
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-26,2,2.653,V444_0,Delivered,AIR   ,3.455,True,False,1.3,0
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-26,2,2.653,V444_0,Delivered,AIR   ,0.219,True,False,0.08,0
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-26,2,2.653,V444_0,Delivered,AIR   ,1.499,True,False,0.57,0
S004242,V55555_26,PLANT03,PORT09,2023-07-24,2023-07-26,2,2.653,V444_0,Delivered,AIR   ,0.128,True,False,0.05,0
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-06,3,7.28,V444_0,Delivered,AIR   ,3.455,True,False,0.47,1
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-06,3,7.28,V444_0,Delivered,AIR   ,0.6,True,False,0.08,1
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-06,3,7.28,V444_0,Delivered,AIR   ,3.455,True,True,0.47,1
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-06,3,7.28,V444_0,Delivered,AIR   ,1.499,True,False,0.21,1
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-06,3,7.28,V444_0,Delivered,AIR   ,0.352,True,False,0.05,1
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-05,2,7.28,V444_0,Delivered,AIR   ,3.455,True,False,0.47,0
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-05,2,7.28,V444_0,Delivered,AIR   ,0.6,True,False,0.08,0
S004243,V55555_26,PLANT03,PORT09,2024-09-03,2024-09-05,2,7.28,V444_0,Delivered,AIR   ,1.499,True,False,0.21,0
